municipio,target,epi_year,epi_week,familia,prob_alerta_proxima_janela,limiar_operacional,acima_limiar,faixa_predita,drivers,tipo_sinal,acao_sugerida,metodo,modelo_versao,risco_composto,positividade,tests,banda_absoluta,percentil_estadual,banda_percentil,banda_risco,criterio_banda,legenda_banda
PORTO ALEGRE,infec_o_coloniza_o_pesquisa_de_genes_de_resist_ncia,2024,38,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
PORTO ALEGRE,infec_o_coloniza_o_bact_rias_identifica_o,2024,38,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
CONFRESA,sars_cov_2,2026,27,respiratorio,0.0073,0.15,False,baixo,cnes_leitos_total=1.87e+03 (imp=0.0492); cnes_estabelecimentos=1.88e+03 (imp=0.0388); cnes_equipes_esf=216 (imp=0.00648); tests_ma8=1.88 (imp=0.152); tests=1 (imp=0.0709),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0477,0.0,1,Baixo,79.8,Alto,Alto,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
UBERABA,doen_as_sexualmente_transmitidas_pesquisa_de_multipat_genos_ist,2025,38,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
CONQUISTA D''OESTE,infec_o_coloniza_o_bact_rias_teste_de_sensibilidade,2024,34,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
CONQUISTA D''OESTE,infec_o_coloniza_o_pesquisa_de_genes_de_resist_ncia,2024,34,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
NOVO ARIPUANA,doen_as_sexualmente_transmitidas_pesquisa_de_multipat_genos_ist,2025,34,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
NOVO HORIZONTE DO NORTE,doen_as_sexualmente_transmitidas_pesquisa_de_multipat_genos_ist,2025,13,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); cnes_leitos_total=312 (imp=0.0448); confianca_dado=0.912 (imp=0.00977); tests=1 (imp=0.00328),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0025,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
ARARUNA,raiva_raiva,2025,16,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
PORTO DOS GAUCHOS,doen_as_sexualmente_transmitidas_pesquisa_de_multipat_genos_ist,2025,51,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); cnes_leitos_total=486 (imp=0.0448); tests=4 (imp=0.00328); risco_composto=0.171 (imp=0.052),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.1705,0.0,4,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
PORTO DOS GAUCHOS,raiva_raiva,2025,13,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); cnes_leitos_total=486 (imp=0.0448); tests=5 (imp=0.00328); confianca_dado=0.738 (imp=0.00977),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0019,0.0,5,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
PORTO ALEGRE,infec_o_coloniza_o_bact_rias_teste_de_sensibilidade,2024,38,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
LAMBARI D''OESTE,doen_a_de_chagas_chagas_igg,2025,35,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
LAMBARI D''OESTE,doen_as_sexualmente_transmitidas_pesquisa_de_multipat_genos_ist,2026,11,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
LAMBARI D''OESTE,rub_ola_rub_ola_igg,2026,12,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
LAMBARI D''OESTE,rub_ola_rub_ola_igm,2026,12,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
LENCOIS,febre_maculosa_rickettsioses_febre_maculosa_biologia_molecular,2024,45,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
LENCOIS,febre_maculosa_rickettsioses_febre_maculosa_igg,2024,45,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
LENCOIS,febre_maculosa_rickettsioses_febre_maculosa_igm,2024,45,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
LENCOIS,leptospira,2024,49,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
CONCORDIA,toxoplasmose_toxoplasmose_igg,2025,38,outros,0.0073,0.2,False,baixo,positividade=1 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,1.0,1,Moderado,7.9,Baixo,Moderado,absoluto,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
CONCORDIA,toxoplasmose_toxoplasmose_igm,2025,38,outros,0.0073,0.2,False,baixo,positividade=1 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,1.0,1,Moderado,7.9,Baixo,Moderado,absoluto,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
NOVO PROGRESSO,leishmaniose,2025,34,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
TRINDADE,var_ola_var_ola,2024,38,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
TRINDADE,var_ola_varicela_zoster_biologia_molecular,2024,38,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
NOVO HORIZONTE DO NORTE,leishmaniose,2025,14,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); cnes_leitos_total=312 (imp=0.0448); tests=4 (imp=0.00328); confianca_dado=0.912 (imp=0.00977),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.1711,0.0,4,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
NOVO HORIZONTE DO NORTE,raiva_raiva,2024,40,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); cnes_leitos_total=312 (imp=0.0448); tests=4 (imp=0.00328); confianca_dado=0.912 (imp=0.00977),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0025,0.0,4,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
CARIRIACU,doen_as_sexualmente_transmitidas_pesquisa_de_multipat_genos_ist,2026,29,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
CARLINDA,hansen_ase_hansen_ase,2025,46,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); cnes_equipes_esf=110 (imp=0.0431); indice_vulnerabilidade=0.195 (imp=0.0582); confianca_dado=0.825 (imp=0.00977),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0195,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
CARLINDA,herpes_simples_fungos,2026,30,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); indice_vulnerabilidade=0.195 (imp=0.0582); tests=1 (imp=0.00328); risco_composto=0.0195 (imp=0.052),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0195,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
CASTANHEIRA,leishmaniose,2026,5,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); indice_vulnerabilidade=-0.0336 (imp=0.0582); risco_composto=0 (imp=0.052),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
JAURU,raiva_raiva,2025,13,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); cnes_leitos_total=912 (imp=0.0448); tests=6 (imp=0.00328); risco_composto=0.169 (imp=0.052),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.1687,0.0,6,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
BIRIGUI,infec_o_coloniza_o_bact_rias_cultura,2025,36,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
BIRIGUI,infec_o_coloniza_o_bact_rias_teste_de_sensibilidade,2025,36,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
BAYEUX,doen_as_sexualmente_transmitidas_pesquisa_de_multipat_genos_ist,2024,33,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
SANTO ANTONIO DO LEVERGER,sarampo_sarampo_biologia_molecular,2025,41,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); cnes_leitos_total=424 (imp=0.0448); indice_vulnerabilidade=0.796 (imp=0.0582); tests=4 (imp=0.00328),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0796,0.0,4,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
SANTO ANTONIO DO LEVERGER,sarampo_sarampo_igg,2025,41,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); cnes_leitos_total=424 (imp=0.0448); indice_vulnerabilidade=0.796 (imp=0.0582); confianca_dado=1 (imp=0.00977),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0796,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
SANTO ANTONIO DO LEVERGER,sarampo_sarampo_igm,2025,41,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); cnes_leitos_total=424 (imp=0.0448); indice_vulnerabilidade=0.796 (imp=0.0582); confianca_dado=1 (imp=0.00977),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0796,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
SANTO ANTONIO DO TAUA,leptospira,2025,15,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
SAO BENEDITO,doen_as_sexualmente_transmitidas_pesquisa_de_multipat_genos_ist,2024,45,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
MIRASSOL D''OESTE,varicela_herpes_zoster_var_ola,2026,8,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=3 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,3,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
MIRASSOL D''OESTE,varicela_herpes_zoster_varicela_zoster_biologia_molecular,2026,8,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=3 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,3,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
CASTANHEIRA,leptospira,2026,5,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); indice_vulnerabilidade=-0.0336 (imp=0.0582); risco_composto=0 (imp=0.052),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
ITAIPAVA DO GRAJAU,leptospira,2024,51,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
LUIZIANIA,sarampo_sarampo_igm,2025,15,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
CASTANHEIRA,raiva_raiva,2024,36,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); cnes_equipes_esf=72 (imp=0.0431); confianca_dado=0.912 (imp=0.00977); tests=1 (imp=0.00328),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
PONTA PORA,sarampo_sarampo_igg,2024,49,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
PONTA PORA,sarampo_sarampo_igm,2024,49,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
